_id,id,name,aviable,instock,price,currencyId,delivery,vendor,vendorCode,model,description,categoryId,Гарантия,Панель к поддону,Диаметр отверстия для сифона,Страна регистрации бренда,Страна-производитель товара,Бренд,Модель,Количество грузовых мест,"Габариты 1 (ВхШхД), мм","Вес брутто 2, кг","Габариты 2 (ВхШхД), мм",Тип изделия,Материал дверей,Цвет полотна двери,Материал задних стенок,Цвет задних стенок,Толщина материала двери,Материал профиля,Цвет профиля,Материал поддона,Цвет поддона,Габариты поддона (ГхВхШхД),Задняя стенка,Двери,Форма,Наличие верхней крышки,"Габариты готового изделия (ВхШхГ), мм",Комплектация,Особенности,"Вес брутто 3, кг","Габариты 3 (ВхШхД), мм","Вес нетто, кг",Серия,"Вес брутто 1, кг","Высота стекол, мм","Габариты 1 (ШхВхД), мм",Назначение,Материал,Способ монтажа,Механизм смешивания,Наличие термостата,"Высота изделия, мм","Ширина изделия, мм","Длина изделия, мм",Донный клапан,Диаметр подключения,"Расход воды, л/мин","Рабочее давление, bar",Код УКТВЭД,"Все нетто, кг",Цвет,Тип управления,Тип излива,"Высота излива, мм","Длина излива, мм",Тип крепления,Тип подвода,"Диаметр монтажного отверстия, мм",Шланги подключения,Тип монтажа,Тип,Габариты изделия,"Вес брутто, кг","Габариты упаковки, мм",Габариты изделия (ВхШхГ),Форма ручной лейки,Фирменные технологии,"Диаметр ручной лейки, мм",Количество режимов переключения лейки,Артикул,Дополнительные характеристики,Описание,Важно,"Габариты изделия (ВхШхД), мм",Обратите внимание,Поверхность,Вид монтажа,Форма лейки,"Диаметр лейки, мм","Длина кронштейна для верхнего душа, мм","Высота душевой стойки, мм","Длина шланга, мм",Количество потребителей,Диаметр ручной лейки,Количество режимов,Количество отверстий для монтажа,Диаметр подключения шлангов,Шланги,"Диаметр картриджа, мм","Габариты изделия (ВхШхГ), мм",Система предотвращения скручивания шланга,Количество режимов переключения,Количество крючков,Метод крепления,Страна - производитель товара,Тип конструкции,Количество перекладин,Поворотная конструкция,"Длина держателя, мм","Толщина материала, мм","Минимальная ширина шкафа, мм",Наличие крыла,Количество основных чаш,Габариты чаши 1 (ВхШхД),Отверстие под смеситель,"Диаметр слива, мм",Наличие перелива,Расположение крыла,"Габариты упаковки (ВхШхД), мм",Количество отверстий для монтажа смесителя,"Высота стойки, мм",Состав набора,Встраиваемая часть в комплекте,Длина кронштейна,Диаметр слива,Система Cliсk-Claсk,Вид слива-перелива,Вид затвора,"Диаметр патрубка в канализацию, мм",Материал слива,Материал решетки,"Размер решетки, мм",Направление выпуска,"Вес брутто , кг",Количество ярусов,"Объем, мл","Габариты изделия (ВхШ), мм",Цвет корпуса,"Диаметр зеркала, мм",Способ открывания крышки,Материал внешнего бака,Внутренний бак,Количество внутренних баков,Конструкция внутреннего бака,Габариты внутреннего бака,Материал внутреннего бака,Цвет внутреннего бака,"Объем, л",Доступ для обслуживания,Тип крышки,Элементы питания,Функция антизапотевания,Наличие светильника,Способ монтажа светильника,Тип лампы,Количество светильников,Тип выключателя,Питание,"Глубина изделия, мм",Наличие полки,Утяжелители,Рекомендации по уходу,Принт,Материал подложки,"Высота ворса, мм",Мощность потребления,Максимальная рабочая температура,Наличие терморегулятора,Количество секций,Направление подключения,Тип термоносителя,Подключение к системе,Описание товара,Тип управления сливом воды,Звукоизоляционная прокладка,"Межосевое расстояние креплений, мм",Наличие панели смыва,Регулировка смыва,"Объем смывного бачка, л",Подключение воды,Количество режимов слива воды,Функция принудительного прерывания слива воды,Наличие смесителя,Подключение горячей воды,Управление,Рабочее давление (атм),"Межосевое расстояние, мм",Наличие сифона,Количество дополнительных чаш,Габариты чаши 2 (ВхШхД),Тип элементов питания,Количество элементов питания,"Элементы питания в комплекте (указать есть, нет)",Количество режимов струи смесителя для кухни,Совместимость,"Потребляемая мощность, Вт",Количество скоростей,Количество температурных режимов,Функция подачи холодного воздуха,"Напряжение, V","Уровень шума, дБ",Общая мощность,"Время сушки, сек","Температура воздушного потока, °С","Скорость воздушного потока, км/ч",Подключение,Тип включения,Материал корпуса,Количество полок,Материал полок,"Габариты упаковки 2, мм",Монтаж,"Габариты изделия (ШхДхВ), мм","Габариты изделия (ШхВхД), мм","Диаметр подключения, мм",Объем смывного бачка,Безободковый унитаз,Сиденье в комплекте,Вид унитаза,Сиденье с микролифтом,Функция биде,Организация смывающего потока,Тип установки,Форма чаши,Метод установки смывного бачка,"Вес брутто инсталляции, кг","Габариты упаковки инсталляции, мм","Габариты изделий (ВхШхД), мм","Минимальный объем воды для омывания чаши, л","Вес брутто гигиенического душа, кг","Габариты упаковки гигиенического душа, мм",Наличие слива - перелива,Наличие отверстия под смеситель,Функция микролифта,"Пропускная способность, л/мин",Тип управления смывным клапаном,"Вес брутто сиденья, кг","Вес брутто унитаза, кг","Габариты упаковки унитаза, мм","Габариты упаковки сиденья, мм",Функция микролифта сиденья,Расположение перелива,Наличие ножек,"Габариты упаковки ванны, мм","Габариты упаковки рамы-каркаса, мм","Габариты упаковки ножек, мм",Габариты готового изделия,Наличие сиденья,Угловая конструкция,Толщина материала,"Производительность, кубм/ч",Автоматическое вкл/выкл (сенсор),Режим работы,Наличие таймера,Материал декора,Наличие дисплея,"Мощность мотора, Вт","Диаметр воздуховода, мм",Класс энергопотребления,Количество источников света,Тип источников света,Тип фильтра,Количество режимов струи,Душевой гарнитур в комплекте
5e90a4af621717483dd5cafe,SD00031240,Футорка Touch-Z 11,true,99,15,UAH,true,Touch-Z,SD00031240,TZ11,Футорка Touch-Z 11,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5caff,SD00031243,Смеситель для биде Touch-Z Mars 001A,true,99,612,UAH,true,Touch-Z,SD00031243,TZMAR001A,Смеситель для биде Touch-Z Mars 001A,208,1 год,,,Украина,Китай,Touch-Z,001A,1,,,,Смеситель,,,,,,,,,,,,,,,,"Смеситель, гибкая подводка, крепежи.",,,,"1,1",Mars,,,,Для биде,Латунь,,Картридж,,125,50,150,Нет,,До 13,До 3,,,Хром,Однорычажный,Литой,90,120,Шпилька,Гибкий,35,Входят в комплект,,,,"1,25",70х150х230,,,,,,TZMAR001A,Поворотный аэратор,Смеситель для биде Touch-Z Mars 001A благодаря глянцевому хромированному покрытию и литой форме имеет оригинальный внешний вид. Выполнен в классическом стиле с поворотным аэратором и удобной ручкой для переключения холодной и горячей воды.,,,"Производитель оставляет за собой право вносить изменения в конструкцию изделий и деталей, не ухудшающих качество изделия, без предварительного уведомления.",Глянцевое,Врезной,,,,,,,,,1,"1/2""",На резьбе,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5cb00,SD00031344,Излив Touch-Z 261 RED,true,99,219,UAH,true,Touch-Z,SD00031344,TZ261RED,Излив Touch-Z 261 RED,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5cb01,SD00031345,Излив Touch-Z 261 BLA,true,99,219,UAH,true,Touch-Z,SD00031345,TZ261BLA,Излив Touch-Z 261 BLA,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5cb02,SD00031346,Излив Touch-Z 261 WHI,true,99,219,UAH,true,Touch-Z,SD00031346,TZ261BLA,Излив Touch-Z 261 WHI,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5cb03,SD00031347,Аэратор Touch-Z 25,true,99,72,UAH,true,Touch-Z,SD00031347,TZ25A,Аэратор Touch-Z 25,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5cb04,SD00031348,Лейка для ручного душа Touch-Z 07 GRE,true,99,41,UAH,true,Touch-Z,SD00031348,TZ07GRE,Лейка для ручного душа Touch-Z 07 GRE,361,1 год,,,Китай,Китай,Touch-Z,07,1,,,,,,,,,,,,,,,,,,,,Лейка для ручного душа,,,,"0,1",,,,,для ручного душа,ABS пластик,,,,,,,,,,,,,Зеленый,,,,,,,,,,Лейка,,"0,101",50х100х260,200х75х40,Круглая,,75,1,TZ07GRE,"Диаметр подключения 1/2""","Лейка для ручного душа Touch-Z 07 GRE выполнена из пластика с немного изогнутым корпусом и окрашена в яркий зеленый цвет, который подымет настроение после тяжелого рабочего дня. Рабочая поверхность имеет белый цвет. Для подключения к душевому шлангу есть подвод с внешней резьбой. Благодаря универсальному диаметру лейка совместима со всеми гибкими шлангами для душа. Монтируется без особых усилий и дополнительных подручных средств.","Производитель оставляет за собой право вносить изменения в конструкцию изделий и деталей, не ухудшающих качество изделия, без предварительного уведомления.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5cb05,SD00031349,Лейка для ручного душа Touch-Z 07 ELL,true,99,41,UAH,true,Touch-Z,SD00031349,TZ07ELL,Лейка для ручного душа Touch-Z 07 ELL,361,1 год,,,Китай,Китай,Touch-Z,07,1,,,,,,,,,,,,,,,,,,,,Лейка для ручного душа,,,,"0,1",,,,,для ручного душа,ABS пластик,,,,,,,,,,,,,Желтый,,,,,,,,,,Лейка,,"0,101",50х100х260,200х70х40,Круглая,,75,1,TZ07ELL,"Диаметр подключения 1/2""","Лейка для ручного душа Touch-Z 07 ELL выполнена из пластика с немного изогнутым корпусом и окрашена в яркий желтый цвет, который подымет настроение после тяжелого рабочего дня. Рабочая поверхность имеет белый цвет. Для подключения к душевому шлангу есть подвод с внешней резьбой. Благодаря универсальному диаметру лейка совместима со всеми гибкими шлангами для душа. Монтируется без особых усилий и дополнительных подручных средств.","Производитель оставляет за собой право вносить изменения в конструкцию изделий и деталей, не ухудшающих качество изделия, без предварительного уведомления.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5cb06,SD00031942,Шланг для гигиенического душа Touch-Z 804-0,true,99,90,UAH,true,Touch-Z,SD00031942,TZ804OSH,Шланг для гигиенического душа Touch-Z 804-0,136,1 год,,,Китай,Китай,Touch-Z,804-0,1,,,,Шланг,,,,,,,,,,,,,,,,Душевой шланг,,,,"0,18",,,,,для гигиенического душа,Нержавеющая сталь,,,,,,,,"1/2""",,,,,Хром,,,,,,,,,,,,"0,21",30х180х260,,,,,,TZ804OSH,В оплетке из нержавеющей стали.,"Душевой шланг Touch-Z 811 выполнен в виде пружины в оплетке из нержавеющей стали, поэтому изделие не сгибается и не ломается. Кроме того, он оборудован системой anti-twist, что защищает шланг от скручивания. Эта характеристика и длина 120 см подходят для ванн длиной чуть больше метра или для гигиенического душа, делают процесс купания приятным и удобным. Хромированное покрытие - классический вариант, который подойдет для ванны в любом дизайне.",,,,,,,,,,1200,,,,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5cb07,SD00031943,Излив рефлекторный Touch-Z (CRM) 259,true,99,101,UAH,true,Touch-Z,SD00031943,TZ259I,Излив рефлекторный Touch-Z (CRM) 259,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5cb08,SD00031944,Аэратор Touch-Z 24-1 наружный,true,99,75,UAH,true,Touch-Z,SD00031944,TZ241A,Аэратор Touch-Z 24-1 наружный,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5cb09,SD00031945,Аэратор Touch-Z 24-2,true,99,48,UAH,true,Touch-Z,SD00031945,TZ242A,Аэратор Touch-Z 24-2,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5cb0a,SD00031946,Лейка для ручного душа Touch-Z 07 RED,true,99,41,UAH,true,Touch-Z,SD00031946,TZ07RED,Лейка для ручного душа Touch-Z 07 RED,361,1 год,,,Китай,Китай,Touch-Z,07,1,,,,,,,,,,,,,,,,,,,,Лейка для ручного душа,,,,"0,1",,,,,для ручного душа,ABS пластик,,,,,,,,,,,,,Красный,,,,,,,,,,Лейка,,"0,101",50х100х260,200х75х40,Круглая,,75,1,TZ07RED,"Диаметр подключения 1/2""","Лейка для ручного душа Touch-Z 07 RED выполнена из пластика с немного изогнутым корпусом и окрашена в яркий красный цвет, который подымет настроение после тяжелого рабочего дня. Рабочая поверхность имеет белый цвет. Для подключения к душевому шлангу есть подвод с внешней резьбой. Благодаря универсальному диаметру лейка совместима со всеми гибкими шлангами для душа. Монтируется без особых усилий и дополнительных подручных средств.","Производитель оставляет за собой право вносить изменения в конструкцию изделий и деталей, не ухудшающих качество изделия, без предварительного уведомления.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5cb0b,SD00031947,Аэратор Touch-Z 24-15SW,true,99,63,UAH,true,Touch-Z,SD00031947,TZ2415SWA,Аэратор Touch-Z 24-15SW,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5cb0c,SD00031948,Штанга для душа Touch-Z 378,true,99,335,UAH,true,Touch-Z,SD00031948,TZ378S,Штанга для душа Touch-Z 378,214,1 год,,,Китай,Китай,Touch-Z,378,1,,,,,,,,,,,,,,,,,,,,"Штанга для душа, мыльница, кронштейн для ручного душа, крепежи.",,,,"0,55",,,,,,нержавеющая сталь / ABS пластик.,,,,,,,,,,,,,хром,,,,,,,,,настенный,штанга для душа,,,85х165х750,85х165х750,,,,,TZ378S,,Штанга для душа Touch-Z 378 изготовлена из нержавеющей стали. Благодаря хромированному покрытию имеет красивый внешний вид. Установить стойку можно классическим способом на стену с помощью распорников. Для удобства в комплекте идет мыльница и кронштейн для ручного душа с возможностью регулировки лейки по высоте. Такая модель стойки отлично дополнит современный дизайн ванной комнаты.,"Производитель оставляет за собой право вносить изменения в конструкцию изделий и деталей, не ухудшающих качество изделия, без предварительного уведомления.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810,,,,,,,,,,,,,"0,65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5cb0d,SD00032553,Ручка Touch-Z D-40 Eris (k40),true,99,54,UAH,true,Touch-Z,SD00032553,TZD40E,Ручка Touch-Z D-40 Eris (k40),375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5cb0e,SD00033027,Картридж Touch-Z 25PL (пластиковый шток),true,99,30,UAH,true,Touch-Z,SD00033027,TZ25PL,Картридж Touch-Z 25PL (пластиковый шток),370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5cb0f,SD00033028,Картридж Touch-Z 35 mm NGF,true,99,56,UAH,true,Touch-Z,SD00033028,TZ35NGF,Картридж Touch-Z 35 mm NGF,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5cb10,SD00033395,Ручка для смесителя TZ D-40,true,18,54,UAH,true,Touch-Z,SD00033395,TZD40,Ручка для смесителя TZ D-40,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5cb11,SD00034664,Смеситель для умывальника Touch-Z Spark 001,true,99,765,UAH,true,Touch-Z,SD00034664,TZSPARK001,Смеситель для умывальника Touch-Z Spark 001,265,1 год,,,Украина,Китай,Touch-Z,001,1,,,,Смеситель,,,,,,,,,,,,,,,,"Смеситель, крепежи, гибкая подводка, гарантийный талон, паспорт. Производитель оставляет за собой право вносить изменения в конструкцию изделий и деталей, не ухудшающих качество изделия, без предварит",Длина шлангов подключения 400мм.,,,,Spark,"1,23",,170х70х250,для умывальника,Латунь,Врезной,Картридж (d40),Нет,133,50,150,Нет,"1/2""",до 13,до 3,8481801100,"0,92",Хром,Однорычажный,Литой,65,111,Шпилька,Гибкий,35,обычные,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Нет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5cb12,SD00034665,Смеситель для ванны Spark 006 NEW,true,99,1155,UAH,true,Touch-Z,SD00034665,TZSPARK006NEW,Смеситель для ванны Spark 006 NEW,309,1 год,,,Украина,Китай,Touch-Z,006 NEW,1,,,,Смеситель,,,,,,,,,,,,,,,,"Смеситель, лейка, душевой шланг, кронштейн, крепежи, паспорт, гарантийный талон. Производитель оставляет за собой право вносить изменения в конструкцию изделий и деталей, не ухудшающих качество издели","Шланг душевой 1500мм, лейка d100мм, 1 режим переключения лейки",,,,Spark,"1,76",,185х133х213,для ванны,Латунь,Врезной,Картридж (d40),Нет,105,175,150,Нет,"1/2""",до 13,до 3,8481801100,"1,08",Хром,Однорычажный,Литой,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5cb13,SD00034666,Смеситель для ванны Touch-Z Spark 005 NEW,true,99,1125,UAH,true,Touch-Z,SD00034666,TZSPARK005NEW,Смеситель для ванны Touch-Z Spark 005 NEW,309,1 год,,,Украина,Китай,Touch-Z,005 NEW,1,,,,Смеситель,,,,,,,,,,,,,,,,"Смеситель, лейка, душевой шланг, кронштейн, крепежи, паспорт, гарантийный талон. Производитель оставляет за собой право вносить изменения в конструкцию изделий и деталей, не ухудшающих качество издели","Шланг душевой 1500мм, лейка d100мм, 1 режим переключения лейки",,,,Spark,"1,85",,175х110х377,для ванны,Латунь,Настенный,Картридж (d40),Нет,155,180,406.5,Нет,"1/2""",до 13,до 3,8481801100,"1,13",Хром,Однорычажный,Поворотный,,327.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e90a4af621717483dd5cb14,SD00034667,Смеситель для кухни Touch-Z Spark 007,true,99,618,UAH,true,Touch-Z,SD00034667,TZSPARK007,Смеситель для кухни Touch-Z Spark 007,108,1 год,,,Украина,Китай,Touch-Z,007,1,,,,Смеситель,,,,,,,,,,,,,,,,"Смеситель, крепежи, гибкая подводка, паспорт, гарантийный талон. Производитель оставляет за собой право вносить изменения в конструкцию изделий и деталей, не ухудшающих качество изделия, без предварит",Длина шлангов подключения 400мм.,,,,Spark,"1,2",,207х65х375,для кухни,Латунь,Врезной,Картридж (d40),Нет,345,50,205,Нет,"1/2""",до 13,до 3,8481801100,"0,81",Хром,Однорычажный,Поворотный,265,"167,5",Шпилька,Гибкий,35,обычные,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Нет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
