_id,description,manufacturer_name,product_availability,product_availability_local,product_categoryId,product_currency,product_model,product_name,product_price,product_price_currency_online,product_price_online,product_seria,product_sku,product_status,sourceCurrency,sourcePrice,Бренд,Высота,Гидромассаж,Длина,Материал,Монтаж,Опора,Ориентация,Особенности,Панель,Серия,Сифон,Смеситель,Тип поверхности,Тип управления,Форма,Цвет изделия,Ширина,Длина/высота (мм),Страна производитель,Цвет/тип покрытия,Глубина,Назначение,Диаметр (мм),Диаметр 2 (мм),Перелив,Подключение к канализации,Угол,Диаметр (дюймы),Диаметр 2 (дюймы),Диаметр 3 (мм),"Длина кронштейна (от стены), мм","Длина лейки верхнего душа, мм",Кол-во режимов верхнего душа,Кол-во режимов ручного душа,"Мин Высота, мм",Регулируемая высота стойки,Форма лейки верхнего душа,"Ширина лейки верхнего душа, мм","Высота, мм","Диаметр/Диагональ, мм",Мыльница,Способ переключения режимов,Тип держателя,Форма лейки ручного душа,Цвет диска ручного душа,Высота поддона,Наличие поддона,Наличие сифона,Расположение,Тип двери,Толщина стекла,Форма кабины,Цвет профиля,Цвет стекла,Тип слива,Тип сидения,Тип установки смесителя,Подвод воды,Безободковый,Комплектация,Материал сиденья,"Сиденье, крышка",Тип изделия,Тип слива бачка,Унитаз с функцией биде,Кол-во смесителей,Особенности формы,Отверстия под смеситель,Тип дверей,Конструкция,Длина излива,Кол-во отверстий,Кол-во потребителей,Повротный излив,Тип переключателя ванна/душ,Форма накладки,Высота излива,Наличие донного клапана,Положение регулятора,С полочкой,Высота смесителя,Вывод для фильтрованной в,Выдвижной излив,Тип излива,Тип поддона,Материал лейки,Давление (PN),Толщина стенки,Длина излива см,Тип товара
5e8f4b81f5714a2cd62f857d,"MODO ванна 180 x 80 см + ноги, акрил",KOLO Польша,true,true,500040,UAH,XWP1181000,"MODO ванна 180*80см прямоугольная, центральный слив, с ножками SN7",4362,UAH,4143,MODO,000016,,UAH,3140.64,KOLO Польша,450,Нет,1 800,Акрил,Пристенный,Ножки,Нет,Нет,Нет,MODO,Есть,Нет,Глянцевая,Нет,Прямоугольная,Белый,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e8f4b81f5714a2cd62f857e,"Держатель для полотенца в виде кольца. Материал - латунь, мрамор, нержавеющая сталь. Размер - 19*8,5*21см.",BLASK,true,false,900089,EUR,BGL-0220,"Кольцо под  полотенца 19*8,5*21см, латунь хром",19.49,EUR,19.49,,000292,Распродажа,EUR,9.75,BLASK,,,,Латунь,Подвесной,,,,,,,,,,Кольца,,,210,Польша,Хром,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e8f4b81f5714a2cd62f857f,"Мыльница из латуни и нержавеющей стали. Размер - 15*13*4,7см.",BLASK,true,false,90007,EUR,CZM-0351,"Мыльница стекло 15*13*4,7см., латунь хром",14.39,EUR,14.39,,000297,Распродажа,EUR,7.20,BLASK,,,,Стекло,Подвесной,,,,,,,,,,,,,,Польша,Прозрачный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e8f4b81f5714a2cd62f8580,"Мыльница из латуни, мрамора и нержавеющей стали. Размер - 16*12*9см.",BLASK,false,true,90007,EUR,BGL-0251,"Мыльница стекло 16*12*9см, латунь хром",20.31,EUR,20.31,,000298,Распродажа,EUR,10.16,BLASK,,,,Стекло,Подвесной,,,,,,,,,,,,,,Польша,Прозрачный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e8f4b81f5714a2cd62f8581,"Стакан для ванны с держателем. Материал - стекло, латунь, мрамор, нержавеющая сталь.",BLASK,false,true,9000107,EUR,BGL-0241,"Стакан стекло с держателем 14*10,5*10см, латунь хром",20.28,EUR,20.28,,000304,Распродажа,EUR,10.14,BLASK,,,,Стекло,Подвесной,,,,,,,,,,,,,,Польша,Прозрачный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e8f4b81f5714a2cd62f8582,"Дельфины коврик для крышки унитаза, винил",KERAMAC,true,false,900064,USD,,Дельфины коврик для крышки унитаза,4.43,USD,4.43,Flori,000382,Распродажа,USD,2.22,KERAMAC,,,,Винил,,,,,,Flori,,,,,,,,,,Другие цвета,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e8f4b81f5714a2cd62f8583,"Ракушки коврик для крышки унитаза, винил",KERAMAC,true,false,900064,USD,,Ракушки коврик для крышки унитаза,4.31,USD,4.31,Flori,000383,Распродажа,USD,2.16,KERAMAC,,,,Винил,,,,,,Flori,,,,,,,,,,Другие цвета,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e8f4b81f5714a2cd62f8584,Стакан с держателем для ванной комнаты от компании Hava сделан из стекла.,HAVA,true,false,9000107,EUR,125055317,ANTIGUE brass стакан  с держателем,24.91,EUR,24.91,,000438,Распродажа,EUR,12.46,HAVA,,,,Стекло,Подвесной,,,,,,,,,,,,,,Германия,Прозрачный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e8f4b81f5714a2cd62f8585,"Ванна акриловая Коло-Дымер с ножками. Длина 150 см, ширина 75 см, высота 44 см. Для пристенного монтажа",KOLO Украина,true,true,500040,UAH,XWP3050000,"COMFORT ванна 150*75см прямоугольная, с ножками SN7",5340,UAH,5073,COMFORT,001036,,UAH,3791.40,KOLO Украина,420,Нет,1 500,Акрил,Пристенный,Ножки,Нет,Нет,Нет,COMFORT,Нет,Нет,Глянцевая,Нет,Прямоугольная,Белый,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e8f4b81f5714a2cd62f8586,"Ванна акриловая Коло-Дымер, с ножками. Длина 160 см, ширина 75 см, высота 44 см. Для пристенного монтажа",KOLO Украина,true,false,500040,UAH,XWP3060000,"COMFORT ванна 160*75см прямоугольная, с ножками SN7",5340,UAH,5073,COMFORT,001037,,UAH,3791.40,KOLO Украина,420,Нет,1 600,Акрил,Пристенный,Ножки,Нет,Нет,Нет,COMFORT,Нет,Нет,Глянцевая,Нет,Прямоугольная,Белый,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e8f4b81f5714a2cd62f8587,"Ванна акриловая Коло-Дымер, с ножками. Длина 170 см, ширина 75 см, высота 44 см. Для пристенного монтажа",KOLO Украина,true,false,500040,UAH,XWP3070000,"COMFORT ванна 170*75см прямоугольная, с ножками SN7",5340,UAH,5073,COMFORT,001040,,UAH,3791.40,KOLO Украина,420,Нет,1 700,Акрил,Пристенный,Ножки,Нет,Нет,Нет,COMFORT,Нет,Нет,Глянцевая,Нет,Прямоугольная,Белый,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e8f4b81f5714a2cd62f8588,"Ванна акриловая Коло-Дымер с ножками. Длина 180 см, ширина 800 см, глубина 420 см, объём 180 л. Для пристенного монтажа.",KOLO Украина,true,true,500040,UAH,XWP3080000,"COMFORT ванна 180*80см прямоугольная, с ножками SN7",5751,UAH,5463,COMFORT,001042,,UAH,4083.21,KOLO Украина,420,Нет,1 800,Акрил,Пристенный,Ножки,Нет,Нет,Нет,COMFORT,Нет,Нет,Глянцевая,Нет,Прямоугольная,Белый,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e8f4b81f5714a2cd62f8589,"Ванна акриловая Коло-Дымер с ножками. Длина 180 см, ширина 900 см, глубина 420 см, объём 190 л. Для пристенногоо монтажа",KOLO Украина,true,true,500040,UAH,XWP3090000,"COMFORT ванна 190*90см прямоугольная, с ножками SN8",7548,UAH,7170,COMFORT,001044,,UAH,5359.08,KOLO Украина,420,Нет,1 800,Акрил,Пристенный,Ножки,Нет,Нет,Нет,COMFORT,Нет,Нет,Глянцевая,Нет,Прямоугольная,Белый,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e8f4b81f5714a2cd62f858a,"Ванна акриловая Коло-Дымер с ножками. Длина 120 см, ширина 70 см, глубина 42 см, объём 120 л. Для пристенного монтажа",KOLO Украина,true,true,500040,UAH,XWP3120000,"DIUNA ванна 120*70см прямоугольная, с ножками SN7",3771,UAH,3582,DIUNA,001047,,UAH,2677.41,KOLO Украина,420,Нет,1 200,Акрил,Пристенный,Ножки,Нет,Нет,Нет,DIUNA,Нет,Нет,Глянцевая,Нет,Прямоугольная,Белый,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e8f4b81f5714a2cd62f858b,"Ванна акриловая Коло-Дымер с ножками, угловая. Длина 1400 мм, ширина 1400 мм, глубина 465 мм, объём 270 л. Для пристенного монтажа",KOLO Украина,true,false,500040,UAH,XWN3040000,"INSPIRATION ванна 140*140см угловая, с ножками SN8",7698,UAH,7313,INSPIRATION,001054,,UAH,5465.58,KOLO Украина,465,Нет,1 400,Акрил,Пристенный,Ножки,Нет,Нет,Нет,INSPIRATION,Нет,Нет,Глянцевая,Нет,Угловая,Белый,1 400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e8f4b81f5714a2cd62f858c,"Панель для угловой ванны акриловая, фронтальная 58*140 см",KOLO Украина,true,false,500095,UAH,PWN3040000,INSPIRATION панель для ванны угловой 140*140 см,3291,UAH,3126,INSPIRATION,001055,,UAH,2336.61,KOLO Украина,,,,,,,,,,INSPIRATION,,,,,,,,,Украина,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e8f4b81f5714a2cd62f858d,"Ванна акриловая ассиметричная Коло-Дымер с ножками. Длина 1500 мм, ширина 1000 мм, глубина 465, объём 220 л. Для пристенного монтажа",KOLO Украина,true,false,500040,UAH,XWA3051000,"PROMISE ванна 150*100см асимметричная , левая, с ножками SN7",5631,UAH,5349,PROMISE,001067,,UAH,3998.01,KOLO Украина,465,Нет,1 500,Акрил,Пристенный,Ножки,Левосторонняя,Нет,Нет,PROMISE,Нет,Нет,Глянцевая,Нет,Угловая,Белый,1 000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e8f4b81f5714a2cd62f858e,"Ванна акриловая ассиметричная Коло-Дымер, с ножками. Длина 1500, ширина 1000 мм, глубина 465 мм, объём 220 л. Для пристенного монтажа",KOLO Украина,true,false,500040,UAH,XWA3050000,"PROMISE ванна 150*100см асимметричная, правая, с ножками SN7",5631,UAH,5349,PROMISE,001069,,UAH,3998.01,KOLO Украина,465,Нет,1 500,Акрил,Пристенный,Ножки,Правосторонняя,Нет,Нет,PROMISE,Нет,Нет,Глянцевая,Нет,Угловая,Белый,1 000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e8f4b81f5714a2cd62f858f,Панель для ассиметричной ванны Коло-Дымер,KOLO Украина,true,false,500095,UAH,PWA3050000,PROMISE панель для ванны асимметричной 150см,2658,UAH,2525,PROMISE,001071,,UAH,1887.18,KOLO Украина,,,,,,,,,,PROMISE,,,,,,,,,Украина,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e8f4b81f5714a2cd62f8590,"Ванна акриловая, угловая Коло-Дымер, с ножками. Длина 1500 мм, ширина 1500 мм, глубина 465 мм, объём 290 л. Для пристенного монтажа",KOLO Украина,true,false,500040,UAH,XWN3050000,"RELAX ванна 150*150см угловая, с ножками SN8",8298,UAH,7883,RELAX,001074,,UAH,5891.58,KOLO Украина,465,Нет,1 500,Акрил,Пристенный,Ножки,Нет,Нет,Нет,RELAX,Нет,Нет,Глянцевая,Нет,Угловая,Белый,1 500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e8f4b81f5714a2cd62f8591,Панель для угловой ванный Коло-Дымер,KOLO Украина,true,false,500095,UAH,PWN3050000,RELAX панель для ванны угловой 150*150см,3291,UAH,3126,RELAX,001075,,UAH,2336.61,KOLO Украина,,,,,,,,,,RELAX,,,,,,,,,Украина,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e8f4b81f5714a2cd62f8592,"Ванна ассиметричная акриловая Коло-Дымер, с ножками. Длина 1700 мм, ширина 1000 мм, глубина 465 мм, объём 210 л. Для пристенного монтажа",KOLO Украина,true,true,500040,UAH,XWA3071000,"SPRING ванна 170*100см асимметричная, левая, с ножками SN7",6654,UAH,6321,SPRING,001081,,UAH,4724.34,KOLO Украина,465,Нет,1 700,Акрил,Пристенный,Ножки,Левосторонняя,Нет,Нет,SPRING,Нет,Нет,Глянцевая,Нет,Угловая,Белый,1 000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e8f4b81f5714a2cd62f8593,"Ванна ассиметричная, правая Коло-Дымер, с ножками. Длина 1600 мм, ширина 1000 мм, глубина 465 мм, объём 190 л. Для пристенного монтажа",KOLO Украина,true,true,500040,UAH,XWA3060000,"SPRING ванна 160*100см асимметричная, правая, с ножками SN7",5862,UAH,5568,SPRING,001082,,UAH,4162.02,KOLO Украина,465,Нет,1 600,Акрил,Пристенный,Ножки,Правосторонняя,Нет,Нет,SPRING,Нет,Нет,Глянцевая,Нет,Угловая,Белый,1 000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e8f4b81f5714a2cd62f8594,"Ванна ассиметричная, правая Коло-Дымер, с ножками. Длина 1700 мм, ширина 1000 мм, глубина 465 мм, объём 210 л. Для пристенного монтажа",KOLO Украина,true,false,500040,UAH,XWA3070000,"SPRING ванна 170*100см асимметричная, правая, с ножками SN7",6654,UAH,6321,SPRING,001084,,UAH,4724.34,KOLO Украина,465,Нет,1 700,Акрил,Пристенный,Ножки,Правосторонняя,Нет,Нет,SPRING,Нет,Нет,Глянцевая,Нет,Угловая,Белый,1 000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e8f4b81f5714a2cd62f8595,Панель для ассиметричной ванны Коло-Дымер,KOLO Украина,true,false,500095,UAH,PWA3060000,SPRING панель для ванны асимметричной 160см,2742,UAH,2604,SPRING,001086,,UAH,1946.82,KOLO Украина,,,,,,,,,,SPRING,,,,,,,,,Украина,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e8f4b81f5714a2cd62f8596,"Панель для ассиметричной ванны Коло-Дымер, 170 см",KOLO Украина,true,false,500095,UAH,PWA3070000,SPRING панель для ванны асимметричной 170см,3144,UAH,2986,SPRING,001087,,UAH,2232.24,KOLO Украина,,,,,,,,,,SPRING,,,,,,,,,Украина,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e8f4b81f5714a2cd62f8597,"Панель для ванны UNI3 боковая, 90 см",KOLO Украина,true,false,500095,UAH,PWP2491,Панель для ванны UNI3 боковая 90,417,UAH,417,UNI3,001091,Распродажа,UAH,275.22,KOLO Украина,,,,,,,,,,UNI3,,,,,,,,,Украина,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e8f4b81f5714a2cd62f8598,CONTESA 150. Металлическая ванна.,ROCA,true,true,50002,EUR,A236060000,"CONTESA ванна 150*70см прямоугольная, без ножек",146.86,UAH,4553,CONTESA,001200,,EUR,102.80,ROCA,400,Нет,1 500,Сталь,Пристенный,Нет,Нет,Нет,Нет,CONTESA,Нет,Нет,,Нет,Прямоугольная,Белый глянец,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e8f4b81f5714a2cd62f8599,CONTESA 160. Металлическая ванна без ножек.,ROCA,true,false,50002,EUR,A235960000,"CONTESA ванна 160*70см прямоугольная, без ножек",155.08,UAH,4807,CONTESA,001201,,EUR,108.56,ROCA,400,Нет,1 600,Сталь,Пристенный,Нет,Нет,Нет,Нет,CONTESA,Нет,Нет,,Нет,Прямоугольная,Белый глянец,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e8f4b81f5714a2cd62f859a,"CONTESA 170. Металлическая, без ножек.",ROCA,false,true,50002,EUR,A235860000,"CONTESA ванна 170*70см прямоугольная, без ножек",157.28,UAH,4876,CONTESA,001203,,EUR,110.10,ROCA,400,Нет,1 700,Сталь,Пристенный,Нет,Нет,Нет,Нет,CONTESA,Нет,Нет,,Нет,Прямоугольная,Белый глянец,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e8f4b81f5714a2cd62f859b,Эмалированная ванна c хромированными ручками в комплекте. Вместимость: 180 л.,ROCA,true,true,50002,EUR,A220470001,"PRINCESS ванна 150*75см прямоугольная, с ручками, без ножек",237.71,UAH,7369,PRINCESS,001204,,EUR,166.40,ROCA,415,Нет,1 500,Сталь,Пристенный,Нет,Нет,Нет,Нет,PRINCESS,Нет,Нет,,Нет,Прямоугольная,Белый глянец,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e8f4b81f5714a2cd62f859c,"Эмалированная ванна из штампованной стали, толщиной 2,4 мм, со встроенными подлокотниками, противоскользящим покрытием дна и звукоизоляцией",ROCA,false,true,50002,EUR,A220370001,"PRINCESS ванна 160*75см прямоугольная, с ручками, без ножек",248.05,UAH,7690,PRINCESS,001205,,EUR,181.08,ROCA,,,,,,,,,,PRINCESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e8f4b81f5714a2cd62f859d,"Cтальная, 170х75 см, с ручками с покрытием antislip",ROCA,true,true,50002,EUR,A220270001,"PRINCESS ванна 170*75см прямоугольная, с ручками, без ножек",261.85,UAH,8117,PRINCESS,001206,,EUR,183.30,ROCA,415,Нет,1 700,Сталь,Пристенный,Нет,Нет,Нет,Нет,PRINCESS,Нет,Нет,,Нет,Прямоугольная,Белый глянец,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e8f4b81f5714a2cd62f859e,"Отдельностоящая, прямоугольная, стальная, с ручками",ROCA,true,true,50002,EUR,A220070001,"SWING ванна 180*80см прямоугольная, с ручками, без ножек",306.42,UAH,9499,SWING,001207,,EUR,214.49,ROCA,432,Нет,1 800,Сталь,Пристенный,Нет,Нет,Нет,Нет,SWING,Нет,Нет,,Нет,Прямоугольная,Белый глянец,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e8f4b81f5714a2cd62f859f,"Материал - штампованная сталь толщиной 2,4мм. Трёх слойное покрытие эмали. Плоские борта.",ROCA,true,true,50002,EUR,A236060000+A291021000,"CONTESA ванна 150*70см прямоугольная, с ножками",168.66,UAH,5228,CONTESA,001213,,EUR,118.06,ROCA,400,Нет,1 500,Сталь,Пристенный,Ножки,Нет,Нет,Нет,CONTESA,Нет,Нет,,Нет,Прямоугольная,Белый глянец,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e8f4b81f5714a2cd62f85a0,"Материал - штампованная сталь толщиной 2,4мм. Трёх слойное покрытие эмали. Плоские борта.",ROCA,true,false,50002,EUR,A235960000+A291021000,"CONTESA ванна 160*70см прямоугольная, с ножками",176.88,UAH,5483,CONTESA,001214,,EUR,123.82,ROCA,400,Нет,1 600,Сталь,Пристенный,Ножки,Нет,Нет,Нет,CONTESA,Нет,Нет,,Нет,Прямоугольная,Белый глянец,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e8f4b81f5714a2cd62f85a1,"Материал - штампованная сталь толщиной 2,4 мм. Трёхслойное покрытие эмали. Плоские борта. Высота 170 см.",ROCA,false,true,50002,EUR,A235860000+A291021000,"CONTESA ванна 170*70см прямоугольная, с ножками",179.08,UAH,5551,CONTESA,001215,,EUR,125.36,ROCA,400,Нет,1 700,Сталь,Пристенный,Ножки,Нет,Нет,Нет,CONTESA,Нет,Нет,,Нет,Прямоугольная,Белый глянец,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e8f4b81f5714a2cd62f85a2,"150*75см, с ножками и ручками. Материал - штампованная сталь толщиной 2,4мм. Трёхслойное покрытие эмали.",ROCA,true,true,50002,EUR,A220470001+A291021000,"PRINCESS ванна 150*75см прямоугольная, с ручками, с ножками",259.51,UAH,8045,PRINCESS,001216,,EUR,181.66,ROCA,415,Нет,1 500,Сталь,Пристенный,Ножки,Нет,Нет,Нет,PRINCESS,Нет,Нет,,Нет,Прямоугольная,Белый глянец,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e8f4b81f5714a2cd62f85a3,"Эмалированная ванна из штампованной стали со встроенными подлокотниками, хромированными металлическими ручками, противоскользящим покрытием дна и звукоизоляцией.",ROCA,false,true,50002,EUR,A220370001+A291021000,"PRINCESS ванна 160*75см прямоугольная, с ручками, с ножками",269.85,UAH,8365,PRINCESS,001217,,EUR,196.99,ROCA,,,,,,,,,,PRINCESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e8f4b81f5714a2cd62f85a4,"Материал - штампованная сталь толщиной 2,4мм. Трёх слойное покрытие эмали.",ROCA,true,true,50002,EUR,A220270001+A291021000,"PRINCESS ванна 170*75см прямоугольная, с ручками, с ножками",283.65,UAH,8793,PRINCESS,001218,,EUR,198.56,ROCA,415,Нет,1 700,Сталь,Пристенный,Ножки,Нет,Нет,Нет,PRINCESS,Нет,Нет,,Нет,Прямоугольная,Белый глянец,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e8f4b81f5714a2cd62f85a5,"Стальная, 180x80, с ножками, ручками и бесшумным покрытием",ROCA,true,true,50002,EUR,A220070001+A291030000,"SWING ванна 180*80см прямоугольная, с ручками, с ножками",342.63,UAH,10622,SWING,001219,,EUR,239.84,ROCA,432,Нет,1 800,Сталь,Пристенный,Ножки,Нет,Нет,Нет,SWING,Нет,Нет,,Нет,Прямоугольная,Белый глянец,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e8f4b81f5714a2cd62f85a6,"Эмалированная чугунная ванна, размер 150х70 см, с противоскользящим покрытием.",ROCA,true,true,500041,EUR,A21291300R,"CONTINENTAL ванна 150*70см, без ножек",534.74,UAH,16577,CONTINENTAL,001250,,EUR,401.06,ROCA,420,Нет,1 500,Чугун,Пристенный,Нет,Нет,Нет,Нет,CONTINENTAL,Нет,Нет,,Нет,Прямоугольная,Белый глянец,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e8f4b81f5714a2cd62f85a7,"Чугунная ванна, покрытая прочной эмалью.",ROCA,true,false,500041,EUR,A21291200R,"CONTINENTAL ванна 160*70см, без ножек",538.6,UAH,16697,CONTINENTAL,001251,,EUR,403.95,ROCA,420,Нет,1 600,Чугун,Пристенный,Нет,Нет,Нет,Нет,CONTINENTAL,Нет,Нет,,Нет,Прямоугольная,Белый глянец,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e8f4b81f5714a2cd62f85a8,"Чугунная ванна Roca Malibu изготовлена из первоклассного чугуна толщиной 5,5 – 7,0 мм, который отличается устойчивостью к деформации, ударам и износу и обладает высокой степенью шумоизоляции.",ROCA,true,true,500041,EUR,A23157000R,"MALIBU ванна 150*75см, с ручками, без ножек",646.28,UAH,20035,MALIBU,001255,,EUR,484.71,ROCA,420,Нет,1 500,Чугун,Пристенный,Нет,Нет,Нет,Нет,MALIBU,Нет,Нет,,Нет,Прямоугольная,Белый глянец,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e8f4b81f5714a2cd62f85a9,"Изготовлена из первоклассного чугуна толщиной 5,5 – 7,0 мм, который отличается устойчивостью к деформации, ударам и износу и обладает высокой степенью шумоизоляции.",ROCA,false,true,500041,EUR,A23097000R,"MALIBU ванна 170*75см, с ручками, без ножек",731.7,UAH,22683,MALIBU,001257,,EUR,548.78,ROCA,420,Нет,1 700,Чугун,Пристенный,Нет,Нет,Нет,Нет,MALIBU,Нет,Нет,,Нет,Прямоугольная,Белый глянец,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e8f4b81f5714a2cd62f85aa,Ножки на чугунные ванны,ROCA,true,true,500082,EUR,A150412330,ROCA ножки на чугунные ванны,32.58,UAH,1010,ROCA,001262,,EUR,24.44,ROCA,,,,,,,,,,ROCA,,,,,,,,,Испания,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
